,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
101,CAJ 62446 ,CH 8195-4,Блузки,CAJ 62446 Джемпер для девочки,CAJ 62446 Джемпер для девочки Белый (140)-72,Белый,(140)-72,2,307,Женский,"кулирная гладь, 92% хлопок, 8% элатсан; сетка, 90% нейлон, 10% эластан",,,Cherubino,0.312,Школьная коллекция
102,CAJ 62459 ,CH 8195-5,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Белый (152)-80,Белый,(152)-80,41,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,6.232,Школьная коллекция
103,CAK 5439,CH 8195-6,Пижамы,"CAK 5439 Комплект для мальчика (футболка, шорты)","CAK 5439 Комплект для мальчика (футболка, шорты) Бирюзовый-Серый (110)-60",Бирюзовый-Серый,(110)-60,21,297,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,2.604,
104,CAJ 5431 ,CH 8195-7,Сорочки,"CAJ 5431 Платье модель ""туника"" для девочки","CAJ 5431 Платье модель ""туника"" для девочки Желтый (158)-80",Желтый,(158)-80,3,255,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.381,
105,CAJ 5431 ,CH 8195-8,Сорочки,"CAJ 5431 Платье модель ""туника"" для девочки","CAJ 5431 Платье модель ""туника"" для девочки Розовый (146)-76",Розовый,(146)-76,7,255,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.889,
106,CAB 5436,CH 8195-9,Пижамы,"CAB 5436 Комплект для мальчика (джемпер, брюки)","CAB 5436 Комплект для мальчика (джемпер, брюки) Салатовый-Синий (086)-52",Салатовый-Синий,(086)-52,19,334,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,3.325,
107,CAK 2354 ,CH 8195-10,Майки бельевые,CAK 2354 Майка для девочки,CAK 2354 Майка для девочки Св.розовый (086)-52,Св.розовый,(086)-52,32,116,Женский,"рибана, 100% хлопок",,,Cherubino,1.792,
108,CWB 7942,CSK 9846-1,Ползунки,CWB 7942 (249) Ползунки ясельные,CWB 7942 (249) Ползунки ясельные Серый меланж (080)-52,Серый меланж,(080)-52,1,194,Женский,"футер с начесом, 100% хлопок",,,Cherubino,0.085,Милашки-Кругляшки
109,CAJ 7969 ,CSJ 9834-1,Бриджи,CAJ 7969 Бриджи для девочки,CAJ 7969 Бриджи для девочки Голубой (164)-84,Голубой,(164)-84,7,229,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.756,Осень - зима
110,CH 8201,CSJ 62410-1,Головные уборы,CH 8201 (248) Шапка детская,CH 8201 (248) Шапка детская Экрю 40,Экрю,40,1,96,Женский,"рибана, 95% хлопок, 5% эластан",,,Cherubino,0.022,Unicorn Magic
111,CSK 62341,CSJ 62410-2,Лонгсливы,CSK 62341 (228) Джемпер для мальчика,CSK 62341 (228) Джемпер для мальчика Синий (122)-64,Синий,(122)-64,25,280,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,2.575,Sport Spirit
112,CSJ 62341,CSJ 62410-3,Лонгсливы,CSJ 62341 (228) Джемпер для мальчика,CSJ 62341 (228) Джемпер для мальчика Красный (134)-68,Красный,(134)-68,17,323,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,1.751,Sport Spirit
113,CSK 62342,CSJ 62410-4,Футболки,CSK 62342 (228) Футболка для мальчика,CSK 62342 (228) Футболка для мальчика Синий (098)-56,Синий,(098)-56,1,184,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.078,Sport Spirit
114,CSK 62376,CSJ 62410-5,Футболки,CSK 62376-1 (224) Футболка для девочки,CSK 62376-1 (224) Футболка для девочки Серый меланж (104)-56,Серый меланж,(104)-56,9,202,Женский,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.81,Girl Power
115,CH 8185,CSJ 62410-6,Головные уборы,CH 8185 (232) Шапка для девочки,CH 8185 (232) Шапка для девочки Арбузный 50-52,Арбузный,50-52,1,136,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.051,Girl Power
116,CH 8185,CSK 62426-1,Головные уборы,CH 8185 (232) Шапка для девочки,CH 8185 (232) Шапка для девочки Морская волна 54-56,Морская волна,54-56,2,136,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.102,Girl Power
117,CSK 62372,CSK 62426-2,Лонгсливы,CSK 62372 (224) Джемпер для девочки,CSK 62372 (224) Джемпер для девочки Бирюзовый (104)-56,Бирюзовый,(104)-56,4,264,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.396,Girl Power
118,CH 8194,CAK 1483 -1,Головные уборы,"CH 8194 (224) Комплект для девочки (шапка, снуд)","CH 8194 (224) Комплект для девочки (шапка, снуд) Бирюзовый 50-52 (s)",Бирюзовый,50-52 (s),2,245,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.214,Girl Power
119,CH 8195,CAK 1483 -2,Головные уборы,"CH 8195 (232) Комплект для девочки (шапка, снуд)","CH 8195 (232) Комплект для девочки (шапка, снуд) Экрю 50-52 (s)",Экрю,50-52 (s),3,234,Женский,"рибана, 92% хлопок, 3% п/э, 5% эластан",,,Cherubino,0.309,Girl Power
120,CSK 62428,CAK 1483 -3,Платья,CSK 62428 (225) Платье для девочки,CSK 62428 (225) Платье для девочки Бирюзовый (104)-56,Бирюзовый,(104)-56,1,297,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.101,Bohemian Life
121,CSJ 62435,CAK 1483 -4,Футболки,CSJ 62435 (235) Футболка для девочки,CSJ 62435 (235) Футболка для девочки Лиловый (164)-84,Лиловый,(164)-84,1,244,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.097,Flower Romance
122,CSK 62416,CSJ 7879-1,Футболки,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Синий (128)-64,Синий,(128)-64,3,211,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.234,Скорость
123,CSK 62416,CSJ 7879-2,Футболки,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Т.синий (116)-60,Т.синий,(116)-60,3,184,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.234,Скорость
124,CSK 7890,CSJ 7879-3,Бриджи,CSK 7890 (226) Бриджи для девочки,CSK 7890 (226) Бриджи для девочки Т.фуксия (128)-64,Т.фуксия,(128)-64,6,168,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.42,Magic Butterflies
125,CSK 7890,CSJ 7879-4,Бриджи,CSK 7890 (226) Бриджи для девочки,CSK 7890 (226) Бриджи для девочки Лаванда (110)-60,Лаванда,(110)-60,5,135,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.35,Magic Butterflies
126,CSK 7859,CSJ 7879-5,Бриджи,CSK 7859 (223) Бриджи для девочки,CSK 7859 (223) Бриджи для девочки Синий (122)-64,Синий,(122)-64,6,151,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.432,Cherry Girl
127,CSK 7881,CSJ 7879-6,Бриджи,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Морская волна (122)-64,Морская волна,(122)-64,6,157,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.42,Bohemian Life
128,CSK 7881,CSJ 7879-7,Бриджи,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Морская волна (128)-64,Морская волна,(128)-64,6,192,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.42,Bohemian Life
129,CSK 9832,CSJ 7879-8,Комплекты,"CSK 9832 (223) Комплект для девочки (платье типа ""туника"", бриджи)","CSK 9832 (223) Комплект для девочки (платье типа ""туника"", бриджи) Красный (122)-64",Красный,(122)-64,4,302,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.564,Cherry Girl
130,CSK 62431,CSK 7849-1,Футболки,CSK 62431 (226) Футболка для девочки,CSK 62431 (226) Футболка для девочки Св.розовый (116)-60,Св.розовый,(116)-60,2,222,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.164,Magic Butterflies
131,CSJ 62412,CSK 7849-2,Футболки,CSJ 62412 (239) Футболка для мальчика,CSJ 62412 (239) Футболка для мальчика Экрю (140)-72,Экрю,(140)-72,3,211,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.327,Extreme
132,CSJ 62408,CSK 7849-3,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Белый-Т.синий (146)-76,Белый-Т.синий,(146)-76,1,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.102,Sea World
133,CSK 62362,CSK 7849-4,Футболки,CSK 62362 (229) Футболка для мальчика,CSK 62362 (229) Футболка для мальчика Оливковый (104)-56,Оливковый,(104)-56,3,181,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.237,Desert  adventure
134,CSJ 62411,CSK 7849-5,Платья,"CSJ 62411 (233) Платье типа ""туника"" для девочки","CSJ 62411 (233) Платье типа ""туника"" для девочки Белый-Т.синий (134)-68",Белый-Т.синий,(134)-68,1,367,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.127,Sea World
135,CSK 62417,CSK 7849-6,Футболки,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Красный (092)-52,Красный,(092)-52,5,213,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.425,Скорость
136,CSK 62417,CSK 7849-7,Футболки,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Зеленый (110)-60,Зеленый,(110)-60,3,213,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.255,Скорость
137,CAK 2347,CSK 7850-1,Майки бельевые,CAK 2347 Майка для мальчика,CAK 2347 Майка для мальчика Синий (110-116)-60,Синий,(110-116)-60,4,116,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.2,
138,CAK 2347,CSK 7850-2,Майки бельевые,CAK 2347 Майка для мальчика,CAK 2347 Майка для мальчика Св.серый  (122-128)-64,Св.серый ,(122-128)-64,1,116,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.05,
