,Артикул,Артикул WB,Наименование,Полное наименование,Цвет,Размер,Кол-во,Пол,Материал
900,CAB 5418 ,CAB5418/,"CAB 5418 Комплект для девочки (джемпер, брюки)","CAB 5418 Комплект для девочки (джемпер, брюки) Св.розовый (092)-56",Св.розовый,(092)-56,1,Женский,"кулирная гладь, 100% хлопок"
901,CAK 2237 ,CAK2237/,CAK 2237 Майка для девочки,CAK 2237 Майка для девочки Св.розовый (ажур) (110-116)-60,Св.розовый (ажур),(110-116)-60,17,Женский,"рибана, 100% хлопок"
902,CAB 2351,CAB2351/,CAB 2351 Майка ясельная,CAB 2351 Майка ясельная Персиковый (080)-52,Персиковый,(080)-52,1,Женский,"рибана, 100% хлопок"
903,CAB 1496,CAB1496/,CAB 1496 Трусы ясельные,CAB 1496 Трусы ясельные Св.розовый (080)-52,Св.розовый,(080)-52,36,Женский,"рибана, 100% хлопок"
904,CAB 1502,CAB1502/,CAB 1502 Трусы ясельные,CAB 1502 Трусы ясельные Розовый (080)-48,Розовый,(080)-48,5,Женский,"рибана, 100% хлопок"
905,CAK 2353 ,CAK2353/,CAK 2353 Майка для девочки,CAK 2353 Майка для девочки Св.голубой (110-116)-60,Св.голубой,(110-116)-60,2,Женский,"рибана, 100% хлопок"
906,CWJ 7953 (254),CWJ7953(254)/,"CWJ 7953 (254) Брюки модель ""леггинсы""для девочки","CWJ 7953 (254) Брюки модель ""леггинсы""для девочки Черный (146)-76",Черный,(146)-76,1,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
907,CWK 62463 (240) ,CWK62463(240)/,CWK 62463 (240) Джемпер для девочки,CWK 62463 (240) Джемпер для девочки Черный (098)-56,Черный,(098)-56,10,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
908,CWK 62500 (242) ,CWK62500(242)/,CWK 62500 (242) Джемпер для девочки,CWK 62500 (242) Джемпер для девочки Желтый (098)-56,Желтый,(098)-56,22,Женский,"интерлок, 100% хлопок"
909,CWK 62500 (242) ,CWK62500(242)/,CWK 62500 (242) Джемпер для девочки,CWK 62500 (242) Джемпер для девочки Розовый (116)-60,Розовый,(116)-60,39,Женский,"интерлок, 100% хлопок"
910,CWK 62500 (242) ,CWK62500(242)/,CWK 62500 (242) Джемпер для девочки,CWK 62500 (242) Джемпер для девочки Св.бирюзовый (122)-64,Св.бирюзовый,(122)-64,26,Женский,"интерлок, 100% хлопок"
911,CWK 62506 (243),CWK62506(243)/,CWK 62506 (243) Джемпер для девочки,CWK 62506 (243) Джемпер для девочки Лиловый (116)-60,Лиловый,(116)-60,1,Женский,"кулирная гладь, 97% хлопок, 3% п/э"
912,CAK 62593 ,CAK62593/,CAK 62593 Платье для девочки,CAK 62593 Платье для девочки Лиловый (110)-60,Лиловый,(110)-60,1,Женский,"кулирная гладь, 100% хлопок"
913,CH 8203 (249),CH8203(249)/,CH 8203 (249) Шапка детская,CH 8203 (249) Шапка детская Розовый меланж 48,Розовый меланж,48,34,Женский,"рибана, 95% хлопок, 5% эластан"
914,CWK 62498 (242) ,CWK62498(242)/,CWK 62498 (242) Джемпер для девочки,CWK 62498 (242) Джемпер для девочки Морская волна (116)-60,Морская волна,(116)-60,19,Женский,"футер петля, 100% хлопок"
915,CWK 62498-1 (242),CWK62498-1(242)/,CWK 62498-1 (242) Джемпер для девочки,CWK 62498-1 (242) Джемпер для девочки Серый меланж (092)-52,Серый меланж,(092)-52,31,Женский,"футер петля, 80% хлопок, 20% п/э"
916,CAK 3514 ,CAK3514/,"CAK 3514 Комплект для девочки (майка, трусы)","CAK 3514 Комплект для девочки (майка, трусы) Персиковый (092)-52",Персиковый,(092)-52,30,Женский,"рибана, 100% хлопок"
917,CAK 3514 ,CAK3514/,"CAK 3514 Комплект для девочки (майка, трусы)","CAK 3514 Комплект для девочки (майка, трусы) Персиковый (098-104)-56",Персиковый,(098-104)-56,11,Женский,"рибана, 100% хлопок"
918,CWB 62522 (248) ,CWB62522(248)/,CWB 62522 (248) Кофточка ясельная,CWB 62522 (248) Кофточка ясельная Желтый (074)-48,Желтый,(074)-48,4,Женский,"интерлок, 100% хлопок"
919,CWK 62504-1 (242),CWK62504-1(242)/,CWK 62504-1 (242) Платье для девочки,CWK 62504-1 (242) Платье для девочки Серый меланж (110)-60,Серый меланж,(110)-60,14,Женский,"кулирная гладь, 80% хлопок, 20% п/э"
920,CAK 62585 ,CAK62585/,CAK 62585 Футболка для девочки,CAK 62585 Футболка для девочки Желтый (104)-56,Желтый,(104)-56,11,Женский,"кулирная гладь, 100% хлопок"
921,CAK 62588,CAK62588/,CAK 62588 Футболка для девочки,CAK 62588 Футболка для девочки Розовый (110)-60,Розовый,(110)-60,14,Женский,"кулирная гладь, 100% хлопок"
922,CAKG 62712 ,CAKG62712/,CAKG 62712 Футболка для девочки,CAKG 62712 Футболка для девочки Св.розовый (104)-56,Св.розовый,(104)-56,2,Женский,"Кулирная гладь, 92% хлопок, 8% эластан; Сетка, 100% полиэстер"
923,CWK 62472 (241) ,CWK62472(241)/,CWK 62472 (241) Футболка для девочки,CWK 62472 (241) Футболка для девочки Экрю (098)-56,Экрю,(098)-56,12,Женский,"Кулирная гладь, 97% хлопок, 3% полиэстер"
924,CH 8218 ,CH8218/,CH 8218 Шапка-шлем для девочки,CH 8218 Шапка-шлем для девочки Фуксия 46,Фуксия,46,34,Женский,"Рибана, 92% хлопок, 3% полиэстер, 5% эластан"
925,CWK 61777 ,CWK61777/,CWK 61777 Джемпер для мальчика,CWK 61777 Джемпер для мальчика Т.синий (110)-60,Т.синий,(110)-60,2,Мужской,"Футер с начесом, 100% хлопок"
926,CH 8127 ,CH8127/,CH 8127 Шапка для девочки,CH 8127 Шапка для девочки Красный 46-48,Красный,46-48,27,Женский,"Рибана, 95% хлопок, 5% эластан"
927,CH 8148 ,CH8148/,CH 8148 Шапка для мальчика,CH 8148 Шапка для мальчика Зеленый 56-58,Зеленый,56-58,2,Мужской,"Кашкорсе, 95% хлопок, 5% эластан"
928,FL 5083,FL5083/,FL 5083 Сорочка женская,FL 5083 Сорочка женская Св.розовый (170)-112-118(56),Св.розовый,(170)-112-118(56),1,Женский,"Кулирная гладь, 100% хлопок"
929,CAJ 2241,CAJ2241/,CAJ 2241 Майка для девочки,CAJ 2241 Майка для девочки Св.бирюзовый (140)-72,Св.бирюзовый,(140)-72,21,Женский,"Рибана, 100% хлопок"
930,CAJ 2242 ,CAJ2242/,CAJ 2242 Майка для девочки,CAJ 2242 Майка для девочки Розовый (146)-76,Розовый,(146)-76,69,Женский,"Рибана, 100% хлопок"
931,CAJ 3340,CAJ3340/,"CAJ 3340 Комплект для мальчика (майка, трусы-боксеры)","CAJ 3340 Комплект для мальчика (майка, трусы-боксеры) Св.бирюзовый (134)-68",Св.бирюзовый,(134)-68,13,Мужской,"Рибана, 100% хлопок"
932,CAJ 3384 ,CAJ3384/,"CAJ 3384 Комплект для мальчика (майка, трусы-боксеры)","CAJ 3384 Комплект для мальчика (майка, трусы-боксеры) Бежевый (146)-76",Бежевый,(146)-76,34,Мужской,"Рибана, 100% хлопок"
933,CAJ 61374 ,CAJ61374/,CAJ 61374 Рубашка-поло для мальчика,CAJ 61374 Рубашка-поло для мальчика Голубой (128)-64,Голубой,(128)-64,5,Мужской,"Интерлок, 100% хлопок"
934,CAJ 61472 ,CAJ61472/,CAJ 61472 Водолазка для девочки,CAJ 61472 Водолазка для девочки Белый (158)-80,Белый,(158)-80,2,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
935,CAJ 61472 ,CAJ61472/,CAJ 61472 Водолазка для девочки,CAJ 61472 Водолазка для девочки Св.сиреневый (158)-80,Св.сиреневый,(158)-80,2,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
936,CAJ 61627 ,CAJ61627/,CAJ 61627 Рубашка-поло для мальчика,CAJ 61627 Рубашка-поло для мальчика Белый (158)-80,Белый,(158)-80,15,Мужской,"кулирная гладь, 100% хлопок"
937,CAJ 61632 ,CAJ61632/,CAJ 61632 Водолазка для девочки,CAJ 61632 Водолазка для девочки Экрю (152)-80,Экрю,(152)-80,51,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
938,CAJ 61916,CAJ61916/,CAJ 61916 Джемпер для девочки,CAJ 61916 Джемпер для девочки Св.розовый (146)-76,Св.розовый,(146)-76,9,Женский,"Интерлок, 100% хлопок"
939,CAJ 7510,CAJ7510/,CAJ 7510 Брюки для девочки,CAJ 7510 Брюки для девочки Синий (152)-80,Синий,(152)-80,8,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
940,CAK 61145 ,CAK61145/,CAK 61145 Футболка для девочки,CAK 61145 Футболка для девочки Черный (098)-56,Черный,(098)-56,400,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
941,CAK 61927,CAK61927/,CAK 61927 Рубашка-поло для мальчика,CAK 61927 Рубашка-поло для мальчика Т.синий (104)-56,Т.синий,(104)-56,35,Мужской,"кулирная гладь, 100% хлопок"
942,CAK 6930,CAK6930/,CAK 6930 Футболка для мальчика,CAK 6930 Футболка для мальчика Зеленое яблоко (116)-60,Зеленое яблоко,(116)-60,11,Мужской,"Кулирная гладь, 100% хлопок"
943,CAK 6930,CAK6930/,CAK 6930 Футболка для мальчика,CAK 6930 Футболка для мальчика Зеленое яблоко (104)-56,Зеленое яблоко,(104)-56,82,Мужской,"Кулирная гладь, 100% хлопок"
944,CB 6T066 (152) ,CB6T066(152)/,CB 6T066 (152) Платье для девочки,CB 6T066 (152) Платье для девочки Розовый (098)-56,Розовый,(098)-56,79,Женский,"Текстиль, 100% хлопок"
945,CB 7T062 (153) ,CB7T062(153)/,CB 7T062 (153) Брюки для мальчика,CB 7T062 (153) Брюки для мальчика Бежевый (080)-52,Бежевый,(080)-52,51,Мужской,"Текстиль, 100% хлопок"
946,CJ 7T060 ,CJ7T060/,CJ 7T060 Брюки для мальчика,CJ 7T060 Брюки для мальчика Синий (140)-72,Синий,(140)-72,12,Мужской,"Текстиль, 100% хлопок"
947,CWK 1040 ,CWK1040/,CWK 1040 Кальсоны для мальчика,CWK 1040 Кальсоны для мальчика Т.синий (116)-60,Т.синий,(116)-60,5,Мужской,"интерлок с выставом иглы, 100% хлопок"
948,CWK 62254 (209),CWK62254(209)/,CWK 62254 (209) Водолазка для девочки,CWK 62254 (209) Водолазка для девочки Фиолетовый (122)-64,Фиолетовый,(122)-64,1,Женский,"Футер с начесом, 100% хлопок"
949,CAB 1381,CAB1381/,CAB 1381 Трусы ясельные,CAB 1381 Трусы ясельные Розовый (062)-40,Розовый,(062)-40,25,Женский,"Рибана, 100% хлопок"
950,CAB 1386 ,CAB1386/,CAB 1386 Трусы ясельные,CAB 1386 Трусы ясельные Арбузный (062)-40,Арбузный,(062)-40,23,Женский,"Рибана, 100% хлопок"
